,Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Subtotal,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
333,730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,204.52,10.226,394.275,1/25/2019,10:11,Credit card,204.52,4.761904762,10.226,4
334,340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,145.44,7.272,392.6475,3/25/2019,13:07,Cash,145.44,4.761904762,7.272,7.6
335,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,198.18,9.909,391.419,02/07/2019,18:48,Cash,198.18,4.761904762,9.909,6.8
336,634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,98.7,4.935,390.9465,2/17/2019,17:27,Credit card,98.7,4.761904762,4.935,9.1
337,566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,385.1,19.255,390.7995,02/03/2019,15:59,Cash,385.1,4.761904762,19.255,5.5
338,442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,46.96,2.348,388.29,3/14/2019,11:21,Credit card,46.96,4.761904762,2.348,7.9
339,835-16-0096,C,NAYPYITAW,Member,Male,Sports and travel,14.7,5,73.5,3.675,384.72,3/24/2019,13:48,Ewallet,73.5,4.761904762,3.675,8.5
340,527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,142.25,7.1125,384.468,3/21/2019,10:17,Credit card,142.25,4.761904762,7.1125,9.1
341,898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,687.6,34.38,383.7645,3/19/2019,15:49,Ewallet,687.6,4.761904762,34.38,7.5
342,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,347.7,17.385,383.523,2/24/2019,13:02,Cash,347.7,4.761904762,17.385,5.2
343,633-09-3463,C,NAYPYITAW,Normal,Female,Electronic accessories,47.65,3,142.95,7.1475,381.3915,3/28/2019,12:58,Credit card,142.95,4.761904762,7.1475,9.5
344,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,385.38,19.269,379.9215,02/05/2019,15:26,Credit card,385.38,4.761904762,19.269,8.9
345,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,144.27,7.2135,377.58,02/10/2019,18:23,Credit card,144.27,4.761904762,7.2135,7.8
346,433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,391.79,19.5895,375.3645,03/05/2019,19:06,Ewallet,391.79,4.761904762,19.5895,8.9
347,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,538.3,26.915,374.7975,2/15/2019,20:21,Cash,538.3,4.761904762,26.915,7.7
348,416-13-5917,C,NAYPYITAW,Normal,Female,Food and beverages,97.03,5,485.15,24.2575,374.409,1/30/2019,16:24,Ewallet,485.15,4.761904762,24.2575,9.3
349,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,133.95,6.6975,374.388,2/14/2019,15:04,Cash,133.95,4.761904762,6.6975,6.2
350,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,701.37,35.0685,373.17,2/27/2019,16:10,Ewallet,701.37,4.761904762,35.0685,7.6
351,441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,71.95,3.5975,370.125,02/04/2019,12:14,Cash,71.95,4.761904762,3.5975,7.3
352,725-96-3778,C,NAYPYITAW,Member,Female,Home and lifestyle,89.25,8,714,35.7,369.684,1/20/2019,10:13,Cash,714,4.761904762,35.7,4.7
353,531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,182.14,9.107,369.495,3/28/2019,17:38,Cash,182.14,4.761904762,9.107,5.1
354,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,135,6.75,367.5525,2/27/2019,11:06,Credit card,135,4.761904762,6.75,4.8
355,860-79-0874,C,NAYPYITAW,Member,Female,Fashion accessories,99.3,10,993,49.65,367.038,2/15/2019,14:53,Credit card,993,4.761904762,49.65,6.6
356,834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,361.83,18.0915,365.904,1/26/2019,18:22,Cash,361.83,4.761904762,18.0915,5.5
357,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,383.11,19.1555,365.085,3/14/2019,19:02,Credit card,383.11,4.761904762,19.1555,8.5
358,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,243,12.15,362.943,03/02/2019,14:16,Cash,243,4.761904762,12.15,4.8
359,320-49-6392,C,NAYPYITAW,Normal,Female,Electronic accessories,30.24,1,30.24,1.512,362.817,03/04/2019,15:44,Cash,30.24,4.761904762,1.512,8.4
360,889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,356.56,17.828,362.712,01/07/2019,12:20,Credit card,356.56,4.761904762,17.828,7.8
361,632-90-0281,C,NAYPYITAW,Normal,Female,Fashion accessories,37.55,10,375.5,18.775,360.927,03/08/2019,20:01,Credit card,375.5,4.761904762,18.775,9.3
362,554-42-2417,C,NAYPYITAW,Normal,Female,Sports and travel,95.44,10,954.4,47.72,360.885,01/09/2019,13:45,Cash,954.4,4.761904762,47.72,5.2
363,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,82.5,4.125,359.205,03/01/2019,15:40,Ewallet,82.5,4.761904762,4.125,6.5
364,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,74.97,3.7485,357.588,3/16/2019,16:58,Cash,74.97,4.761904762,3.7485,5.6
365,612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,647.68,32.384,356.5485,2/17/2019,11:12,Credit card,647.68,4.761904762,32.384,7.4
366,605-72-4132,C,NAYPYITAW,Normal,Female,Food and beverages,94.47,8,755.76,37.788,356.328,2/27/2019,15:12,Cash,755.76,4.761904762,37.788,9.1
367,471-41-2823,C,NAYPYITAW,Normal,Male,Food and beverages,99.79,2,199.58,9.979,354.0075,03/07/2019,20:37,Ewallet,199.58,4.761904762,9.979,8
368,462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,439.32,21.966,353.1675,1/21/2019,17:44,Cash,439.32,4.761904762,21.966,7.2
369,272-27-9238,C,NAYPYITAW,Normal,Female,Food and beverages,41.24,4,164.96,8.248,353.094,2/19/2019,16:23,Cash,164.96,4.761904762,8.248,7.1
370,834-25-9262,C,NAYPYITAW,Normal,Female,Fashion accessories,81.68,4,326.72,16.336,352.674,01/06/2019,12:12,Cash,326.72,4.761904762,16.336,9.1
371,122-61-9553,C,NAYPYITAW,Normal,Female,Electronic accessories,51.32,9,461.88,23.094,352.5795,3/14/2019,19:33,Cash,461.88,4.761904762,23.094,5.6
372,468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,263.76,13.188,352.2225,3/24/2019,10:29,Cash,263.76,4.761904762,13.188,6
373,613-59-9758,C,NAYPYITAW,Normal,Female,Sports and travel,14.36,10,143.6,7.18,351.603,1/27/2019,14:28,Cash,143.6,4.761904762,7.18,5.4
374,254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,193.5,9.675,351.099,03/06/2019,12:46,Credit card,193.5,4.761904762,9.675,7.8
375,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,183.82,9.191,350.07,02/02/2019,19:40,Cash,183.82,4.761904762,9.191,9.9
376,261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,121.92,6.096,348.705,1/25/2019,19:39,Credit card,121.92,4.761904762,6.096,4.9
377,730-70-9830,C,NAYPYITAW,Normal,Female,Home and lifestyle,70.11,6,420.66,21.033,348.306,3/14/2019,17:54,Ewallet,420.66,4.761904762,21.033,5.2
378,382-25-8917,C,NAYPYITAW,Normal,Male,Fashion accessories,42.08,6,252.48,12.624,345.786,1/29/2019,12:25,Cash,252.48,4.761904762,12.624,8.9
379,422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,335.45,16.7725,345.0195,01/03/2019,16:47,Credit card,335.45,4.761904762,16.7725,9.1
380,667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,483.5,24.175,344.4,1/14/2019,12:52,Ewallet,483.5,4.761904762,24.175,7
381,843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,318.42,15.921,343.413,01/05/2019,19:50,Credit card,318.42,4.761904762,15.921,9.6
382,743-88-1662,C,NAYPYITAW,Normal,Male,Sports and travel,95.49,7,668.43,33.4215,343.224,2/22/2019,18:17,Ewallet,668.43,4.761904762,33.4215,8.7
383,595-86-2894,C,NAYPYITAW,Member,Male,Fashion accessories,96.98,4,387.92,19.396,343.056,02/06/2019,17:20,Ewallet,387.92,4.761904762,19.396,9.4
384,182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,94.6,4.73,341.0925,1/30/2019,13:32,Credit card,94.6,4.761904762,4.73,4
385,289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,329.32,16.466,340.5255,01/11/2019,10:37,Credit card,329.32,4.761904762,16.466,7.5
386,462-78-5240,C,NAYPYITAW,Normal,Female,Electronic accessories,26.61,2,53.22,2.661,339.36,3/19/2019,14:35,Cash,53.22,4.761904762,2.661,4.2
387,868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,498.45,24.9225,338.31,1/14/2019,12:09,Cash,498.45,4.761904762,24.9225,9.9
388,153-58-4872,C,NAYPYITAW,Member,Female,Food and beverages,74.89,4,299.56,14.978,338.2155,03/01/2019,15:32,Ewallet,299.56,4.761904762,14.978,4.2
389,662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,204.7,10.235,337.512,01/06/2019,13:58,Ewallet,204.7,4.761904762,10.235,9.9
390,525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,75.82,3.791,336.5565,1/31/2019,13:19,Cash,75.82,4.761904762,3.791,5.8
391,689-16-9784,C,NAYPYITAW,Normal,Male,Food and beverages,46.77,6,280.62,14.031,335.895,03/11/2019,13:37,Cash,280.62,4.761904762,14.031,6
392,725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,323.2,16.16,335.013,2/20/2019,16:49,Credit card,323.2,4.761904762,16.16,10
393,394-41-0748,C,NAYPYITAW,Member,Female,Fashion accessories,54.07,9,486.63,24.3315,334.4775,1/27/2019,14:55,Ewallet,486.63,4.761904762,24.3315,9.5
394,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,127.54,6.377,334.341,03/10/2019,14:04,Credit card,127.54,4.761904762,6.377,6.6
395,541-89-9860,C,NAYPYITAW,Member,Female,Fashion accessories,80.48,3,241.44,12.072,333.984,2/15/2019,12:31,Cash,241.44,4.761904762,12.072,8.1
396,173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,379.5,18.975,333.9525,1/26/2019,14:51,Cash,379.5,4.761904762,18.975,9.7
397,563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,76.82,3.841,333.207,2/13/2019,18:27,Ewallet,76.82,4.761904762,3.841,7.2
398,308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,522.6,26.13,331.128,03/09/2019,12:45,Credit card,522.6,4.761904762,26.13,6.2
399,885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,79.74,3.987,329.196,03/06/2019,10:36,Ewallet,79.74,4.761904762,3.987,7.3
400,726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,387.5,19.375,328.755,1/24/2019,20:36,Ewallet,387.5,4.761904762,19.375,4.3
401,316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,271.35,13.5675,326.424,3/13/2019,14:16,Ewallet,271.35,4.761904762,13.5675,4.6
402,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,122.31,6.1155,326.256,3/15/2019,10:26,Cash,122.31,4.761904762,6.1155,5.8
403,793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,246.36,12.318,325.374,03/05/2019,13:30,Credit card,246.36,4.761904762,12.318,8.3
404,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,173.16,8.658,324.2925,03/04/2019,16:28,Cash,173.16,4.761904762,8.658,8
405,110-05-6330,C,NAYPYITAW,Normal,Female,Food and beverages,39.43,6,236.58,11.829,323.148,3/25/2019,20:18,Credit card,236.58,4.761904762,11.829,9.4
406,651-61-0874,C,NAYPYITAW,Normal,Male,Home and lifestyle,46.22,4,184.88,9.244,323.064,03/12/2019,20:04,Credit card,184.88,4.761904762,9.244,6.2
407,236-86-3015,C,NAYPYITAW,Member,Male,Home and lifestyle,13.98,1,13.98,0.699,321.7725,02/04/2019,13:38,Ewallet,13.98,4.761904762,0.699,9.8
408,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,198.75,9.9375,321.111,2/22/2019,10:43,Ewallet,198.75,4.761904762,9.9375,9.6
409,587-03-7455,C,NAYPYITAW,Member,Female,Fashion accessories,97.79,7,684.53,34.2265,319.788,2/16/2019,17:30,Ewallet,684.53,4.761904762,34.2265,4.9
410,882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,269.04,13.452,318.108,1/19/2019,15:28,Credit card,269.04,4.761904762,13.452,8
411,732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,68.95,3.4475,317.835,01/11/2019,19:07,Credit card,68.95,4.761904762,3.4475,7.8
412,725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,274.84,13.742,317.226,01/04/2019,19:01,Cash,274.84,4.761904762,13.742,4.1
413,256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,226.12,11.306,316.47,03/04/2019,19:48,Ewallet,226.12,4.761904762,11.306,5.5
414,372-26-1506,C,NAYPYITAW,Normal,Female,Fashion accessories,23.82,5,119.1,5.955,314.685,1/28/2019,19:24,Ewallet,119.1,4.761904762,5.955,5.4
415,244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,342.1,17.105,314.538,01/02/2019,13:00,Cash,342.1,4.761904762,17.105,5.1
416,569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,43.74,2.187,314.055,1/25/2019,14:29,Ewallet,43.74,4.761904762,2.187,6.9
417,132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,104.85,5.2425,313.74,01/04/2019,13:21,Cash,104.85,4.761904762,5.2425,7.8
418,696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,77.52,3.876,313.572,03/10/2019,18:55,Ewallet,77.52,4.761904762,3.876,6.6
419,472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,407.44,20.372,312.8895,3/22/2019,19:36,Ewallet,407.44,4.761904762,20.372,9.2
420,268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,96.11,4.8055,311.1885,1/25/2019,16:28,Ewallet,96.11,4.761904762,4.8055,7.8
421,750-57-9686,C,NAYPYITAW,Normal,Female,Home and lifestyle,45.38,4,181.52,9.076,310.716,01/08/2019,13:48,Credit card,181.52,4.761904762,9.076,8.7
422,186-09-3669,C,NAYPYITAW,Member,Female,Health and beauty,81.51,1,81.51,4.0755,310.59,1/22/2019,10:57,Ewallet,81.51,4.761904762,4.0755,9.2
423,848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,114.44,5.722,310.044,01/12/2019,17:13,Ewallet,114.44,4.761904762,5.722,8.3
424,745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,176.54,8.827,309.3615,02/04/2019,10:23,Cash,176.54,4.761904762,8.827,8.2
425,266-76-6436,C,NAYPYITAW,Member,Female,Food and beverages,38.6,3,115.8,5.79,308.91,3/28/2019,13:57,Ewallet,115.8,4.761904762,5.79,7.5
426,740-22-2500,C,NAYPYITAW,Normal,Female,Electronic accessories,84.05,3,252.15,12.6075,308.574,1/23/2019,13:29,Cash,252.15,4.761904762,12.6075,9.8
427,271-88-8734,C,NAYPYITAW,Member,Female,Fashion accessories,97.21,10,972.1,48.605,306.81,02/08/2019,13:00,Credit card,972.1,4.761904762,48.605,8.7
428,301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,203.36,10.168,305.55,3/19/2019,19:42,Credit card,203.36,4.761904762,10.168,6.7
429,489-64-4354,C,NAYPYITAW,Normal,Male,Fashion accessories,16.28,1,16.28,0.814,304.983,03/09/2019,15:36,Cash,16.28,4.761904762,0.814,5
430,198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,365.49,18.2745,304.92,01/02/2019,13:40,Cash,365.49,4.761904762,18.2745,7
431,269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,372.19,18.6095,304.542,1/21/2019,18:01,Cash,372.19,4.761904762,18.6095,8.9
432,650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,62.61,3.1305,300.573,3/20/2019,13:53,Credit card,62.61,4.761904762,3.1305,8
433,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,336.35,16.8175,300.216,2/27/2019,17:27,Cash,336.35,4.761904762,16.8175,6.9
434,325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,906.5,45.325,299.8485,03/08/2019,10:53,Ewallet,906.5,4.761904762,45.325,7.3
435,286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,138.16,6.908,299.565,1/31/2019,19:48,Credit card,138.16,4.761904762,6.908,6.9
436,574-57-9721,C,NAYPYITAW,Normal,Male,Food and beverages,43.27,2,86.54,4.327,299.3655,03/08/2019,16:53,Ewallet,86.54,4.761904762,4.327,5.7
437,459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,140.76,7.038,298.116,1/13/2019,19:14,Ewallet,140.76,4.761904762,7.038,6.4
438,616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,668.78,33.439,297.801,03/09/2019,14:36,Credit card,668.78,4.761904762,33.439,9.6
439,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,47.44,2.372,297.108,2/22/2019,18:19,Credit card,47.44,4.761904762,2.372,6.8
440,751-69-0068,C,NAYPYITAW,Normal,Male,Sports and travel,99.24,9,893.16,44.658,296.94,3/19/2019,19:09,Ewallet,893.16,4.761904762,44.658,9
441,257-73-1380,C,NAYPYITAW,Member,Male,Sports and travel,82.93,4,331.72,16.586,295.6905,1/20/2019,16:51,Ewallet,331.72,4.761904762,16.586,9.6
442,345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,203.94,10.197,295.407,03/08/2019,15:37,Credit card,203.94,4.761904762,10.197,7.7
443,549-96-4200,C,NAYPYITAW,Member,Male,Food and beverages,17.04,4,68.16,3.408,294.651,03/08/2019,20:15,Ewallet,68.16,4.761904762,3.408,7
444,810-60-6344,C,NAYPYITAW,Normal,Female,Electronic accessories,40.86,8,326.88,16.344,293.643,02/07/2019,14:38,Credit card,326.88,4.761904762,16.344,6.5
445,450-28-2866,C,NAYPYITAW,Member,Male,Food and beverages,17.44,5,87.2,4.36,293.202,1/15/2019,19:25,Cash,87.2,4.761904762,4.36,8.1
446,394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,707.44,35.372,293.139,3/22/2019,19:35,Credit card,707.44,4.761904762,35.372,4.3
447,138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,802.89,40.1445,291.438,1/15/2019,15:42,Credit card,802.89,4.761904762,40.1445,6.5
448,192-98-7397,C,NAYPYITAW,Normal,Male,Fashion accessories,12.78,1,12.78,0.639,291.207,01/08/2019,14:11,Ewallet,12.78,4.761904762,0.639,9.5
449,301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,133.7,6.685,290.43,1/15/2019,10:43,Cash,133.7,4.761904762,6.685,9.7
450,390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,19.15,0.9575,290.0835,1/28/2019,17:58,Credit card,19.15,4.761904762,0.9575,9.5
451,235-46-8343,C,NAYPYITAW,Member,Male,Food and beverages,27.66,10,276.6,13.83,289.926,2/14/2019,11:26,Credit card,276.6,4.761904762,13.83,8.9
452,453-12-7053,C,NAYPYITAW,Normal,Male,Fashion accessories,45.74,3,137.22,6.861,288.582,03/10/2019,17:38,Credit card,137.22,4.761904762,6.861,6.5
453,296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,27.07,1.3535,288.204,01/12/2019,20:07,Credit card,27.07,4.761904762,1.3535,5.3
454,449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,39.12,1.956,288.015,3/26/2019,11:02,Credit card,39.12,4.761904762,1.956,9.6
455,891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,448.26,22.413,287.91,01/01/2019,19:07,Cash,448.26,4.761904762,22.413,6.7
456,744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,132.06,6.603,285.705,01/02/2019,18:50,Cash,132.06,4.761904762,6.603,7.6
457,727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,318.05,15.9025,284.9175,3/16/2019,12:43,Ewallet,318.05,4.761904762,15.9025,4.8
458,568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,25,1.25,284.592,03/03/2019,15:09,Ewallet,25,4.761904762,1.25,5.5
459,187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,83.08,4.154,284.193,1/31/2019,13:47,Cash,83.08,4.761904762,4.154,4.7
460,767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,147.8,7.39,282.576,2/13/2019,16:59,Cash,147.8,4.761904762,7.39,6.9
461,710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,696.6,34.83,282.492,2/15/2019,14:15,Credit card,696.6,4.761904762,34.83,4.5
462,533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,793.9,39.695,281.169,02/07/2019,20:24,Cash,793.9,4.761904762,39.695,6.2
463,325-90-8763,C,NAYPYITAW,Member,Female,Electronic accessories,46.57,10,465.7,23.285,280.035,1/27/2019,13:58,Cash,465.7,4.761904762,23.285,7.6
464,729-46-7422,C,NAYPYITAW,Normal,Male,Food and beverages,35.89,1,35.89,1.7945,279.384,2/23/2019,16:52,Credit card,35.89,4.761904762,1.7945,7.9
465,639-76-1242,C,NAYPYITAW,Normal,Male,Food and beverages,40.52,5,202.6,10.13,279.1845,02/03/2019,15:19,Cash,202.6,4.761904762,10.13,4.5
466,234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,730.5,36.525,277.788,03/03/2019,12:25,Credit card,730.5,4.761904762,36.525,8.7
467,326-71-2155,C,NAYPYITAW,Normal,Female,Sports and travel,73.95,4,295.8,14.79,277.6725,02/03/2019,10:02,Cash,295.8,4.761904762,14.79,6.1
468,320-32-8842,C,NAYPYITAW,Member,Female,Food and beverages,22.62,1,22.62,1.131,277.137,3/17/2019,18:58,Cash,22.62,4.761904762,1.131,6.4
469,470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,256.7,12.835,276.948,3/28/2019,15:31,Credit card,256.7,4.761904762,12.835,9.1
470,878-30-2331,C,NAYPYITAW,Member,Female,Sports and travel,54.55,10,545.5,27.275,276.948,03/02/2019,11:22,Credit card,545.5,4.761904762,27.275,7.1
471,440-59-5691,C,NAYPYITAW,Member,Female,Health and beauty,37.15,7,260.05,13.0025,273.798,02/08/2019,13:12,Credit card,260.05,4.761904762,13.0025,7.7
472,554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,222.12,11.106,273.42,3/22/2019,18:33,Cash,222.12,4.761904762,11.106,4.5
473,746-19-0921,C,NAYPYITAW,Normal,Male,Food and beverages,21.58,1,21.58,1.079,273.0525,02/09/2019,10:02,Ewallet,21.58,4.761904762,1.079,7.2
474,233-34-0817,C,NAYPYITAW,Member,Female,Electronic accessories,98.84,1,98.84,4.942,272.664,2/15/2019,11:21,Cash,98.84,4.761904762,4.942,8.4
475,767-05-1286,C,NAYPYITAW,Member,Female,Home and lifestyle,83.77,6,502.62,25.131,272.58,1/23/2019,12:10,Ewallet,502.62,4.761904762,25.131,5.4
476,340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,160.2,8.01,271.95,1/25/2019,11:40,Cash,160.2,4.761904762,8.01,9.7
477,405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,431.3,21.565,271.2885,02/02/2019,18:31,Credit card,431.3,4.761904762,21.565,5.5
478,731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,580.56,29.028,271.278,3/30/2019,17:58,Cash,580.56,4.761904762,29.028,4.6
479,676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,322.2,16.11,270.585,3/30/2019,17:04,Cash,322.2,4.761904762,16.11,6.6
480,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,195.54,9.777,270.2595,2/25/2019,20:35,Credit card,195.54,4.761904762,9.777,6.3
481,485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,166.3,8.315,270.018,3/18/2019,16:10,Credit card,166.3,4.761904762,8.315,4.2
482,598-47-9715,C,NAYPYITAW,Normal,Male,Electronic accessories,84.07,4,336.28,16.814,269.934,03/07/2019,16:54,Ewallet,336.28,4.761904762,16.814,4.4
483,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,343.7,17.185,269.535,3/16/2019,10:11,Ewallet,343.7,4.761904762,17.185,6.7
484,575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,38.6,1.93,267.3405,1/29/2019,11:26,Ewallet,38.6,4.761904762,1.93,6.7
485,541-08-3113,C,NAYPYITAW,Normal,Male,Food and beverages,65.97,8,527.76,26.388,266.6475,02/02/2019,20:29,Cash,527.76,4.761904762,26.388,8.4
486,246-11-3901,C,NAYPYITAW,Normal,Female,Electronic accessories,32.8,10,328,16.4,266.028,2/15/2019,12:12,Cash,328,4.761904762,16.4,6.2
487,674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,185.7,9.285,265.104,01/08/2019,13:05,Ewallet,185.7,4.761904762,9.285,5
488,305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,603.8,30.19,264.7575,02/12/2019,16:19,Cash,603.8,4.761904762,30.19,6
489,493-65-6248,C,NAYPYITAW,Member,Female,Sports and travel,36.98,10,369.8,18.49,263.97,01/01/2019,19:48,Credit card,369.8,4.761904762,18.49,7
490,438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,197.96,9.898,263.97,3/21/2019,15:25,Ewallet,197.96,4.761904762,9.898,6.6
491,709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,410.9,20.545,263.13,2/28/2019,14:42,Cash,410.9,4.761904762,20.545,7.3
492,795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,148.6,7.43,262.794,3/23/2019,18:59,Ewallet,148.6,4.761904762,7.43,8.3
493,556-72-8512,C,NAYPYITAW,Normal,Male,Home and lifestyle,22.96,1,22.96,1.148,262.458,1/30/2019,20:47,Cash,22.96,4.761904762,1.148,4.3
494,627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,699.12,34.956,261.198,02/04/2019,13:21,Ewallet,699.12,4.761904762,34.956,9.8
495,686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,69.4,3.47,259.77,3/13/2019,19:48,Ewallet,69.4,4.761904762,3.47,8.2
496,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,196.6,9.83,258.678,3/15/2019,18:20,Credit card,196.6,4.761904762,9.83,7.2
497,608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,202.56,10.128,257.145,03/05/2019,20:24,Ewallet,202.56,4.761904762,10.128,8.7
